Topic,Subject,Question,Answer
"Actitud","proud","I watched two of my daughters as they graduated from high school.","Oh_comma_ that's wonderful!  Tell them congratulations for me! You must be bursting with pride!  "
"Actitud","hopeful","I just applied for a new job.  After the interview_comma_ I'm very optimistic that I will get the position","I do!  I'm feeling very optimistic about it"
"Actitud","faithful","I just celebrated 25 years at my job.","You should've made them buy another cake!"
"Actitud","faithful","When the guy I'm now married to and I met for the first time I was actually dating someone else. I thought that my now husband would just be a really good friend to me. I stayed with my ex-boyfriend for a while after_comma_ and even when I knew I wanted to date my now husband I never did anything to betray my ex.","Well that's good. Sounds like it all worked out pretty well."
"Actitud","faithful","I feel very committed to my work. No matter how I feel_comma_ I have to press on and complete it. It's been a rough week and my will power is very strong to still work through all this","yes. It's been a rough week and my will power is very strong to still work through all this"
"Actitud","hopeful","I am hoping the Eagles can win it all again this season!","Why do you like the eagles?"
"Actitud","joyful","My company will give us a bonus because the quarter was good. I am happy.","I just went on a vaction with my kids. Its was so relaxing. Have fun"
"Actitud","prepared","We had a big storm last summer_comma_ so this year I bought a ton of supplies in case we lost power or had flooding. Last year our basement got very damaged. ","Yeah its all repaired now. I also bought lots of food in case we loose power."
"Actitud","hopeful","I pray American will be great again.","Me too_comma_ he's so real. He loves what I love. MMA_comma_ poker_comma_ guns_comma_ WWE_comma_ hahahah"
"Actitud","hopeful","I just applied for a new job.  After the interview_comma_ I'm very optimistic that I will get the position","I do!  I'm feeling very optimistic about it"
"Actitud","excited","A new skating rink is being built. Should be done in time for Winter skating!","That's great! I may look it up and go to their grand opening as well."
"Actitud","joyful","I remember as a child when I got my Nintendo 64 how happy and excited I was. Best christmas memory I have.","Yea _comma_ I still play it sometimes for funs sake."
"Actitud","faithful","god has done so much for me in my life. i owe everything to him","and i know he's going to come back for me and take me away from this place"
"Actitud","faithful","I've failed a lot of diets in the past_comma_ but this time I've been able to stay dedicated for the past four months. I'm seeing great progress now!","Yeah_comma_ that sounds like a really good idea!"
"Actitud","hopeful","Nephew plays football.  I hope he does great this year!","Yeah this is true!  I'll definitely take your advice! Thank you so much!"
"Actitud","prepared","We went through hurricane irma last year. We got everything we needed and put metal shutter on all the windows and decided to stay. "," i must have been terrifying_comma_ I am glad you both made it through it"
"Actitud","prepared","I am having some financial issues. I am selling almost everything before the bailiff come.","I am having some financial issues. I am selling almost everything before the bailiff come."
"Actitud","trusting","My nephew is learning how to drive and asked to use my car to take the driving test this weekend. ","Yeah. I feel he wont let me down. "
"Actitud","excited","I'm going to a drink and paint party tomorrow. It should be pretty fun!","Wow_comma_ that sounds like a fun and interesting time_comma_ but it sounds like there are a high chance for things to go south and be a huge mess"
"Actitud","excited","My spouse bought me a diamond necklace for my birthday.","Yes I was_comma_ I felt love and appreciated. "
"Actitud","proud","Nephew playing football this year","That's exciting!  I hope he's doing well in school!"
"Actitud","proud","I just got a steam cleaner and used it for the first time yesterday. My carpets came out so clean!","I was in the market for a steam cleaner and did tons of research til I chose the best one."
"Actitud","faithful","I have always  been faithful to my girlfiend of almost 3 years","So many people cheat nowadays. That's good to hear!"
"Actitud","hopeful","I am feeling more positive about the future today. I am really trying to hold on to that feeling no matter what. It's hard!","That is good!  Why have you been feeling down about the future before?"
"Actitud","faithful","I love my girlfriend so much. I think im going to marry her.","Congratulations and thats OK I do that a lot too."
"Actitud","proud","I watched two of my daughters as they graduated from high school.","Oh_comma_ that's wonderful!  Tell them congratulations for me! You must be bursting with pride!  "
"Actitud","hopeful","I'm trying to save up money to buy a home by next year. If all goes well It can happen.","I am so excited. I'm thinking of all the things I want to do to it and I don't even know what it looks like yet."
"Actitud","confident","I remember going to State Football Championship. I told my teammates on the bus before we got off that if anybody isn't ready to leave this field with the trophy stay on the bus. The whole bus was quiet. The bus driver looked at me and said I think you guys need the listen to him he doesn't look like he's playing. We eventually won that game . ","WE won 60 - 3 "
"Actitud","faithful","One day my neighbor helped me in a risky situation. So I'm loyal to their family always.","Yeah_comma_ They helped me in the risky situation when I was alone."
"Actitud","excited","I will finally be getting a new phone soon_comma_ and I can't wait because my old one is almost dead.","I have a lot of anticipation in me right now. I will finally be able to get a new phone after all these years."
"Actitud","confident"," I knew I was going to pass my final. I studied all week","I was confident about my final test. I had studied all week hard"
"Actitud","joyful","i am so happy that i am going to be a grandma","Yep. Happy and healthy is a blessing"
"Actitud","confident","I know I can make a lotta money on here if I keep working.","Well keep looking something is out there for you"
"Actitud","faithful","god has done so much for me in my life. i owe everything to him","and i know he's going to come back for me and take me away from this place"
"Actitud","trusting","When my dad wanted to help me get a car_comma_ I trusted him. I knew he would help me a lot","That is nice of him_comma_ that is a good dad right there!"
"Actitud","proud","I was held my head high when my mother received her Master's Degree after getting a GED after high school.","Yes_comma_ it is great! Even better she just received her Master's Degree at the tender age of 50!"
"Actitud","excited","I can't even fall asleep waiting to go on our vacation. ","Oh_comma_ well that is a fine thing indeed! I would be  jumping up and down!"
"Actitud","proud","It makes me feel good when I see my friends realizing their dreams.","Some people get jealous when other people are doing well_comma_ so you are truely a good friend"
"Actitud","prepared","It was my first time taking the DMV test. I went there rather early and aced the test.","Yes it was even though I was a bit nervous."
"Actitud","prepared","When I went into labor with my son_comma_ it was quite the ordeal. He was coming way too early and we had to rush to get him out. Thankfully_comma_ I had everything already packed beforehand!","Is he healthy?"
"Actitud","trusting","I trust my wife with my life","thats a good bond how long have you been together? "
"Actitud","trusting","I let people so much in my life and they ended up betraying my confidence i had in them.","I can sympathize with you. I've had a lot of betrayal in the past. The ONLY thing to do is to continue looking for trustworthy individuals. "
"Actitud","confident","I want to lose weight and i'm sure i can do it","You can. It will take some persistence. How's it going so far?"
"Actitud","joyful","I was very happy to get my new job","oh wow. we're practically neighbors."
"Actitud","confident","I knew it was going to be a good weekend last week. I just had a good feeling","ok"
"Actitud","trusting","If I'm going to be in a relationship I need girl I can depend on_comma_ not some effed up crazy damaged goods type of girl","Yes_comma_ glad you agree....I was an idiot and mistook a deadly combo of pity and infatuation for love...but now I know what to avoid and what I want so I'm thankful"
"Actitud","faithful","I was married to my wife for thirty years_comma_ and even though she has passed I can't bring myself to date anyone else.","Well_comma_ if that's how you feel then maybe it is best if you stay in the dugout and don't play the field. No shame in that."
"Actitud","trusting","My partner and I both work 24-hour shifts and tend to alternate shifts (I'll be at home hwen she's at work and she'll be at home when I'm at work). This can lead to some insecurities sometimes because not only are we away from each other alot_comma_ but we have a lot of time by ourselves where anyone could come over if they want to. I feel so lucky knowing that my wife has my best interest in mind. ","Ahh! We both enjoy it. Thanks for the thank you_comma_ though! :) "
"Actitud","excited","I can't even fall asleep waiting to go on our vacation. ","Oh_comma_ well that is a fine thing indeed! I would be  jumping up and down!"
"Actitud","prepared","One year we had a scary hurricane warning_comma_ but thankfully with plenty of time to get ready for it. So I got batteries_comma_ beer_comma_ non-perishable foods. I was totally ready!","Wouldn't you know it totally missed my city. I was a little let down to be honest_comma_ though glad we were safe."
"Actitud","proud","My school is low income_comma_ but we score in the top 5% statewide.","Yep. We get looked down on so much_comma_ but I think some schools are gonna rethink their attitudes now."
"Actitud","hopeful","Getting a colonoscopy done.  I hope it turns out okay","My appointment is coming up"
"Actitud","proud","I won first place in the marathon last weekend. I trained hard and deserved the win","That's pretty awesome. Do you usually run marathons?"
"Actitud","faithful","I had a girl try to hook up with me_comma_ but i didnt do anything because I love my wife.","This attractive girl at the bar was trying to get me to go home with her the other night"
"Actitud","proud","My son just graduated from college. I cannot believe how fast time went.","Awesome. That is a huge accomplishment."
"Actitud","confident","We recently went on vacation with some friends to Disney world.  They had never been before and we are annual passholders so we have been several times over the last year.","We had a really good time on our vacation a couple of weeks ago."
"Actitud","confident","For some reason if I get a good pump at the gym early in the morning_comma_ I feel like I can tackle any task on my to-do list for the day.","That's awesome. do you usually exercise in the mornings?"
"Actitud","trusting","I have faith that I will get pregnant soon. Why is it so hard? Isn't that what a women's body is built to do?","Yeah_comma_ more people are having these issues these days. I think it may be true that someone may be poisoning us through the water and food or something! It is a scary world!"
"Actitud","trusting","I trust my wife with my life","thats a good bond how long have you been together? "
"Actitud","proud","I won a teaching award last year for my work with at-risk youth. ","It's nice to be recognized. What do you do for a living?"
"Actitud","faithful","I'm hoping I can reach diamond next season in overwatch. I've been practicing a ridiculous amount","I would say it's my favorite fps now by a mile. Cod became fecal matter 5 or 6 years ago. I'm hoping I can finally stop being a pleb and hit diamond next season"
"Actitud","faithful","I would never cheat on my wife like my brother cheated on his wife","Cheating  on your spouse is a despicable thing to do."
"Actitud","excited","I felt this way when my father bought me a Super Nintendo for  my 9th birthday. We were very poor so it was unexpected!","You still remember what you got for it?  It must have been memorable!  What was it?"
"Actitud","joyful","I recently received my teaching certificate","thats so awesome good for you "
"Actitud","joyful","I'm pretty happy that my daughters have a day off from school today.","Well_comma_ my daughters have a day off from school due to our state elections."
"Actitud","faithful","I fully trust in my intuition and dreams.  They have gotten me this far and I'm going all the way to the top","These days I'm trusting my intuition and following my gut to achieve my goals.  They've gotten me this far and haven't let me down yet"
"Actitud","hopeful","I recently applied for a job at a new company. Getting this job would but such a step up for me and my family. It would really be great if I got it.","Well I hope you get it. Good luck!"
"Actitud","confident","I recently decided to start blogging again and feel pretty good about it. I used to have a decent sized audience_comma_ so hopefully I can build it back up.","I'm sure if you can let people know that you're back blogging_comma_ they'd come back to see what you're up to now!  What do you blog about?"
"Actitud","joyful","I am moving to new appartment. The new neighborhood is so nice. I am so happy that I found this appartment. ","That is so nice.  When do you move?"
"Actitud","proud","One time in welding school I got 2 of my teachers a gig with a major contractor on FT benning building ADA code railing for th new hospital and centers and stuff_comma_","One time in welding school I got 2 of my teachers a gig with a major contractor on FT Benning building ADA code railing for th new hospital and centers and stuff_comma_"
"Actitud","faithful","I just celebrated 25 years at my job.","You should've made them buy another cake!"
"Actitud","hopeful","Nephew plays football.  I hope he does great this year!","Yeah this is true!  I'll definitely take your advice! Thank you so much!"
"Actitud","trusting","The first time I went on a motorcycle_comma_ I was scared. But I knew my husband wouldn't do anything to hurt me. I trusted him with my life.","It must be nice to have that kind of trust for someone_comma_ and motorcycles can be fun!"
"Actitud","joyful","i am so happy that i am going to be a grandma","Yep. Happy and healthy is a blessing"
"Actitud","excited","Gareth Bale played his best in the champion's league final. I was thrilled after I watched his game.","Have you watched champion's league final?"
"Actitud","hopeful","Getting a colonoscopy done.  I hope it turns out okay","My appointment is coming up"
"Actitud","proud","my daughter passed her drivers test on the first try","really scary."
"Actitud","faithful","i have faith my brother will do alright","Well at least you were able to introduce him to your friend. I hope everything works out for him!"
"Actitud","faithful","I've never cheated on my wife","uh oh how does Facebook help? lol"
"Actitud","prepared","I'm spent all summer getting ready to write my thesis. I can't wait to get time to start.","I spent all summer getting ready to write my thesis. I can't wait to get time to start."
"Actitud","hopeful","I'm going to see a film tonight and I am really crossing my fingers its good.","I think it's called the Happytime Murders. Some murder mystery/comedy with puppets."
"Actitud","confident","I started my driving class last week. I'll finish the class within a month and drive the car without any help of others.","Are you going to buy a car?"
"Actitud","faithful","When my spouse was out of town for work_comma_ a friend stopped by to visit. This friend offered to kiss me_comma_ but I declined and asked the friend to leave. I only have interest in my spouse in this way.","I said no and made the friend leave. I only like my spouse."
"Actitud","proud","My little boy got on the bus this morning. He made me so happy for him.","That's so sweet. "
"Actitud","faithful","I was on a business trip last week spending some time at a local bar. There was a girl who was being flirty with me. I had to tell her that I was married and I couldn't play with her.","Last week on a business trip I spent some time at the bar. There was this girl who was really flirty with me. I had to tell her that I couldn't play with her because I was married."
"Actitud","prepared","I am all packed for my vacation.  I don't believe I have forgotten anything for the trip but you never know.","I'm leaving for my vacation soon.  I have everything all packed and ready to go."
"Actitud","prepared","I am all packed for my vacation.  I don't believe I have forgotten anything for the trip but you never know.","I'm leaving for my vacation soon.  I have everything all packed and ready to go."
"Actitud","confident","I am as sure as the sun will rise tomorrow that I will get this job promotion!","Thank you! I have worked so hard for so many years and finally it shows that someone paid attention. :)"
"Actitud","excited","A new skating rink is being built. Should be done in time for Winter skating!","That's great! I may look it up and go to their grand opening as well."
"Actitud","hopeful","Vacation trip coming up hope it's awesome","Yeah I know!  It's going to be awesome!  Enjoy your day_comma_ friend!"
"Actitud","excited","I'm taking my kids to Six Flags this weekend! It'll be a surprise for them!","This weekend I'm taking my kids to Six Flags"
"Actitud","hopeful","I pray American will be great again.","Me too_comma_ he's so real. He loves what I love. MMA_comma_ poker_comma_ guns_comma_ WWE_comma_ hahahah"
"Actitud","confident","Going to a job interview soon and I think I got this!","It is great to be confident. I am sure you will knock the interview out of the park!"
"Actitud","hopeful","My daughter starts public school for the first time in 3 years. I think she is going to do well","My daughter starts public school for the first time in 3 years! I think she is going to do great but she's a little bit nervous."
"Actitud","prepared","ready to leave this hood ","That sounds like a plan."
"Actitud","hopeful","I have a promotion coming up in the next few weeks. I am hopeful that I will get a raise","that's awesome! I hope you will get a promotion. what do you do for work?"
"Actitud","excited","I've never had a lust for life like I do these days.  I literally wake up every day stoked that I'm living my dreams and can't wait to see how much money I can make","Yes you have no idea...still grinding it out everyday but it's totally worth it"
"Actitud","trusting","I believed that my son would behave responsibly when I left him home alone for the weekend.","Wow_comma_ that would have scared me_comma_ how did it go?"
"Actitud","trusting","Once I was working on a big project with a bunch of people and made a mistake. One of the other people working on the project covered for me even though they didn't need to. ","did it boost your confidence and faith in mankind?"
"Actitud","excited","I have plans so go to the beach with my wife for a week next month.","I have plans so go to the beach with my wife for a week next month"
"Actitud","joyful","Going to disney world in december!","Oh that's exciting! Have you gone before?"
"Actitud","excited","My spouse bought me a diamond necklace for my birthday.","Yes I was_comma_ I felt love and appreciated. "
"Actitud","prepared","I'm looking forward to presenting to my client_comma_ I spent a lot of time on that powerpoint","I'm looking forward to presenting to my client_comma_ I spent a lot of time on that powerpoint"
"Actitud","trusting","When I had many problems or I was sad_comma_ I knew God was with me and the things were going to improve.","Can you facetime them?"
"Actitud","faithful","I am very faithful to my employer.","My employer provides me with lots of training and support so I have become very faithful to them."
"Actitud","prepared","College is starting in 3 weeks_comma_ and I have my apartment all settled_comma_ my classes picked out_comma_ and my student loans scheduled. I feel like I'm on track to start the semester in a way where I'm not hurried or confused_comma_ and it feels good.","Hey... that's okay. I'm 28 and just now about to finish my 4-year degree. My brother finished his at 36. There's always a reason for the path you take. Maybe it led to better things. Don't ever just consider yourself a statistic. Good luck!"
"Actitud","hopeful","I borrowed some money from my friend. I've a confidence I'll repay this month to him.","What a good friend to lend you money in your time of need. You should thank him and take him to dinner after everything is sorted."
"Actitud","proud","I made an amazing pizza yesterday. Iwas very proud of it.","I love pizza. Did you make it by yourself or with friends?"
"Agente inteligente","Definición de agente inteligente","What is the goal of the project?","The aim of this project is to develop intelligent agents for the production of high-quality, safe and efficient food."
"Agente inteligente","Definición de agente inteligente","What is the definition of an intelligent agent?","An intelligent agent is an entity capable of perceiving its environment, processing such perceptions and responding or acting in its environment rationally, i.e., tending to maximize an expected result."
"Algoritmo","Input del algoritmo","What is the name of the command that specifies the steps to be taken when a given command is executed?","The following example shows how to use the following commands to specify the steps to be taken when a given command is executed."
"Algoritmo","Historia del algoritmo","What is the name of the film that celebrates Euclid?","The ancient Greek mathematician Euclid is celebrated in the film The Big Bang Theory, which opens in the UK on Friday."
"Algoritmo","Ejemplo de algoritmo","What is the name of the algorithm that Facebook uses to find out what you're interested in?","Facebook has revealed that it is using Edgerank to find out what you're most likely to be interested in on the site."
"Algoritmo","Clasificación de los algoritmos","What is one of the main functions of computer systems?","The following are some of the main functions of computer systems."
"Algoritmo","Clasificación de los algoritmos","What is the classification of data by?","In this paper we will discuss the classification of data by the following criteria:"
"Algoritmo","Características de los algoritmos","What does Jeremy Hobson look at?","The BBC's science correspondent, Jeremy Hobson, looks at the challenges faced by researchers trying to develop algorithms for predicting the behaviour of natural disasters."
"Algoritmo","Clasificación de los algoritmos","What is the name of the paper that describes the classification of algorithms?","In this paper we describe the classification of algorithms."
"Algoritmo","Ejemplo de algoritmo de recomendación","What is one way to get people to like your content?","In the world of social media, recommendation algorithms are not the only way to get people to like your content."
"Algoritmo","Input del algoritmo","What is the name of the algorithm that is used to determine the results of a search?","The internet is a huge and complex place, and the internet is a huge part of our daily lives."
"Algoritmo","Ejemplo de algoritmo","What is an algorithm?","An algorithm is a computer program that can do something, such as make a recipe, that a human would be able to do."
"Algoritmo","Input del algoritmo","What is the name of the algoritm?","A cooking class is a chance for students to learn how to prepare a meal."
"Algoritmo","Características de los algoritmos","What is a computer program that uses instructions or rules to solve problems?","An algorithm is a computer program that uses instructions or rules to solve problems."
"Algoritmo","Ejemplo de algoritmo","What is the name of the algorithm used by Google?","Google has been accused of manipulating its search results to favour its own products and services over those of rivals such as Yahoo and Bing."
"Algoritmo","Definición de agente inteligente","What is the term for an algorithm?","The term algorithm is a description of a set of rules that allows a problem to be solved, in a certain way, by means of systematic (not necessarily ordered) and finite operations."
"Algoritmo","Características de los algoritmos","What does Jeremy Hobson look at?","The BBC's science correspondent, Jeremy Hobson, looks at the role of algorithms in computing."
"Algoritmo","Partes del algoritmo","What is the name of the part of an algorithm?","An algorithm is a computer program that uses a set of instructions to solve a problem."
"Aprendizaje automático","Definición de aprendizaje automático","What does Sue Perkins explain about machine learning?","The BBC's artificial intelligence expert, Sue Perkins, explains how machine learning works."
"Aprendizaje federado","Ejemplo de aprendizaje federado","What is the name of the project?","Researchers at the University of California, Los Angeles, have developed a way to train artificial intelligence models that can be used in hospitals."
"Aprendizaje federado","Definición de aprendizaje federado","What is the name of the new way of learning at the University of Cambridge?","The University of Cambridge has developed a new way of learning, called Federated Learning."
"Aprendizaje por refuerzo","Definición de aprendizaje por refuerzo","What is the definition of reinforcement learning?","This paper describes the use of reinforcement learning in software development."
"Aprendizaje por refuerzo","Funcionalidad del aprendizaje por refuerzo","What is the main feature of the aprendizaje?","In this paper we show how to train a group of unsupervised learning algorithms."
"Aprendizaje por refuerzo","Ejemplos de aprendizaje por refuerzo","What is the name of the tool that is used to learn how to use a website?","This is a very useful tool for learning how to use a website."
"Aprendizaje por refuerzo","Definición de aprendizaje por refuerzo","What is the name of the new type of machine learning?","The research group at the University of Bristol has developed a new type of machine learning called reinforcement learning."
"Aprendizaje por refuerzo","Ejemplos de aprendizaje por refuerzo","What is the term for a new type of artificial intelligence?","A new type of artificial intelligence is being developed that can predict the future behaviour of people."
"Autoencoder","Definición de autoencoder","What is the goal of the project?","The research group in this project is developing an autoencoder for the decoding of audio signals."
"Autoencoder","Definición de autoencoder","What is the name of the new method developed?","A novel method for learning autoencoders has been developed."
"Big data","Definición de big data","What is the definition of big data?","The term 'big data' has been around for a long time, but has now become more common."
"Big data","Uso de big data","What is the term for the collection and analysis of large amounts of data?","Big Data is the collection and analysis of large amounts of data."
"Blockchain","Blockchain example","What type of technology is expected to be the fastest growing segment of the global market?","The telecommunications sector is expected to be one of the fastest growing segments in the global blockchain market."
"Blockchain","Definición de blockchain","What is the definition of blockchain?","The Blockchain technology is a new way of doing business."
"Blockchain","Definición de blockchain","What is the definition of blockchain?","The Blockchain Foundation is a non-profit organisation that promotes the use of Blockchain technology."
"Blockchain","Definición de blockchain","What is the definition of blockchain?","The Blockchain Foundation is a non-profit organisation that promotes the adoption of Blockchain technology."
"Blockchain","Definición de blockchain","What is the name of the new technology being used to help businesses manage their digital assets?","A new technology is being used to help businesses manage their digital assets."
"Blockchain","Ejemplo de blockchain","What is the name of the technology used in the banking sector?","The use of blockchain technology in the banking sector has been growing in recent years."
"Bot","Ejemplo de bot","What is a bot?","A bot is a computer program that is capable of playing a video game."
"Bot","Ejemplo de bot","What is the name of the bot used in the election?","The United States is currently holding elections to choose a new president, and the use of bots in the campaign has been a major issue."
"Bot","Definición de bot","What is the definition of a bot?","A bot is a software application that is programmed to perform certain tasks."
"Bot","Definición de bot","What is the definition of a bot?","A bot is a computer program capable of performing repetitive tasks."
"Ciencia de datos","Expertos en ciencia de datos","What is the term for a computer scientist who uses data to solve problems?","Data science is a branch of computer science that uses data to solve problems."
"Ciencia de datos","Definición de ciencia de datos","What is the topic of the PhD program at the University of Bristol?","The University of Bristol is offering a PhD in data science."
"Ciencia de datos","Definición de ciencia de datos","What is the definition of data science?","The term data science has been used by many universities and research institutions for a long time."
"Ciencia de datos","Definición de ciencia de datos","What is the term for data science?","Data science is a branch of science that uses data to solve problems."
"Ciencia de datos","Ventajas de la ciencia de datos","What is the term for the use of data to improve the way we work?","The use of data to improve the way we work has become a key factor in the success of many companies."
"Computación Ecológica","Definición de computación Ecológica","What is the name of the document that the GPC is working on?","The Green Computing Project (GPC) at the University of Cambridge is helping universities and research institutions to develop green computing strategies."
"Computación Ecológica","Definición de computación Ecológica","What is the name of the initiative that promotes the use of green computing?","The World Green Computing Council (WGC) has launched a new initiative to promote the use of green computing in the world."
"Función Hash","Definición de función hash","What is the definition of a hash function?","A hash function is a function that converts one or more input elements into another element."
"Función Hash","Definición de función hash","What is the definition of a cryptographic hash function?","This page describes the use of a cryptographic hash function in the Python programming language."
"Grafo","Definición de grafo","What is the definition of a graph?","A graph is a representation of a system or set, by means of graphical schemes."
"Grafo","Definición de grafo","What is the definition of grafo?","Graph theory is a branch of mathematics that deals with the relationship between data and people."
"Internet de las Cosas (IoT)","Ejemplo de Internet de las Cosas (IoT)","What is Garageio?","Garageio is a new app that allows you to monitor and control your garage from home by connecting to the app."
"Internet de las Cosas (IoT)","Características de Internet de las Cosas (IoT)","What is the term for the Internet of Things?","The Internet of Things (IoT) is a growing trend in the technology industry."
"Internet de las Cosas (IoT)","Definición de Internet de las Cosas (IoT)","What is the definition of the internet of things?","The BBC's technology correspondent, Dan Biles, looks at the future of the internet of things."
"Internet de las Cosas (IoT)","Características de Internet de las Cosas (IoT)","What is the term for the use of sensors and actuators in the home?","The use of sensors and actuators in the home is increasing."
"Metadatos","Definición de metadatos","What is the definition of metadata?","Metadata is a term used in the software development industry."
"Metadatos","Definición de metadatos","What is the definition of metadata?","Metadata is a collection of information that accompanies data."
"Metaverso","Definición de metaverso","What does Richard Black explain about the metaverse?","The BBC's technology correspondent, Richard Black, explains the meaning of the metaverse."
"Metaverso","Definición de metaverso","What is the definition of a metaverse?","The idea of a metaverse is a new way of exploring the universe."
"Metaverso","Definición de metaverso","What is the definition of metaverso?","The Metaverse is a new technology developed by the University of California, Los Angeles (UCLA)."
"Metaverso","Ejemplo de metaverso","What is the name of the method developed by scientists at the University of California, Los Angeles?","Scientists at the University of California, Los Angeles, have developed a way to stop people from falling ill if they get sick."
"Modelo","Definición de modelo","What is the definition of a model?","This paper describes how to train an artificial intelligence model to predict the likelihood of a given event."
"Modelo","Definición de modelo","What is the goal of the project?","The aim of this project is to develop a new type of data analytics: a model."
"Modelo","Definición de modelo","What is the definition of a machine learning model?","A machine learning model is a file that has been trained to recognize certain types of patterns."
"Modelos generativos","Ejemplo de modelos generativos","What is an example of a model-based learning method?","Image-based learning is a promising new way to train computers."
"Modelos generativos","Definición de modelos generativos","What is the name of the model we present?","We present a generative model for unsupervised learning of large-scale data sets."
"Modelos generativos","Definición de modelos generativos","What is the name of the paper that describes the use of ofrative models to train computer systems to discriminate between real and artificial examples?","This paper describes the use ofrative models to train computer systems to discriminate between real and artificial examples."
"Máquina de Turing","Definición de máquina de Turing","What was the name of the machine that was seen at Bletchley Park?","The BBC's science correspondent, Jeremy Vine, has been to the World War Two code-breaking centre at Bletchley Park to see the Turing machine."
"Máquina de Turing","Definición de máquina de Turing","What is the name of the lecture by Alan Turing?","On the 80th anniversary of the Turing machine's creation, the University of California, Berkeley, is marking the occasion with a series of lectures by computer scientist Alan Turing, who was the man who first proposed the idea of a computer."
"Máquina de Turing","Definición de máquina de Turing","What is the name of the machine that Alan Turing developed?","The BBC's science correspondent, Richard Black, has been to the University of Cambridge to see the Turing machine, a machine developed by Alan Turing in the 1950s."
"Prolog","Definición de Prolog","What is the name of the language Vine is working on with Le Gall?","The BBC's science correspondent, Jeremy Vine, has been working with French computer scientist and mathematician, Pierre-Yves Le Gall, to develop a language for artificial intelligence."
"Prolog","Definición de Prolog","What is the name of the tutorial that shows you how to solve a factorial in Prolog?","In this tutorial, I will show you how to solve a factorial in the Prolog language."
"Realidad aumentada","Definición de realidad aumentada","What is the definition of augmented reality?","The BBC's science and technology correspondent Nick Thorpe explains how augmented reality can be used to create new forms of media."
"Realidad aumentada","Definición de realidad aumentada","What is the definition of augmented reality?","The BBC's technology correspondent, Chris McGrath, explains how augmented reality can be used to enhance our daily lives."
"Realidad aumentada","Ejemplo de realidad aumentada","What is the concept of Augmented Reality?","Augmented reality is the idea that your smartphone, tablet or computer can be used to view the world around you."
"Reglas de asociación","Definición de reglas de asociación","What is the definition of association rules?","In this paper we will look at the use of association rules in decision trees."
"Reglas de asociación","Definición de reglas de asociación","What is the definition of a grouping rule?","The association rule is a set of rules that govern the way items are grouped and stored."
"Saludo","Saludo","What's your name?","My name is Sara. What would you like to talk about?"
"Saludo","Saludo","What is your name?","My name is Sara, and what is yours?"
"Smart data","Definición de smart data","What is the name of the new type of data collection system?","The British government has announced that it will be introducing a new type of data collection system called Smart Data, which will be able to collect a lot of data in a short time, but will also be able to analyse it."
"Smart data","Definición de smart data","What is the definition of smart data?","The term Smart Data is a description of a technology that uses data to make information more useful."
"Sobreajuste","Definición de sobreajuste","What is the definition of overfitting?","The term 'overfitting' is a common term used in machine learning to describe problems with models that are too complex to be understood by humans."
"Sobreajuste","Definición de sobreajuste","What is the definition of sobreajuste?","This video shows how to overfitting a computer model."
"Subajuste","Definición de subajuste","What is the name of the problem in machine learning?","In this article, I will be talking about a little known problem in machine learning."
"Subajuste","Definición de subajuste","What is the definition of a subajustment?","The failure of a system to work properly is called underfitting."
"Sugar code","Definición de sugar code","What is the definition of a sugar code?","In this video, you will learn how to write code using sugar."
"Tabla Hash","Definición de tabla hash","What is the definition of tabla hash?","The hash table is a very useful tool for searching for data."
"Tabla Hash","Definición de tabla hash","What is the definition of tabla hash?","A hash table is a data structure that associates keys or keys with values."
"Test de Turing","Definición de test de Turing","What test did DeepMind pass?","The BBC reports that a machine called DeepMind has passed the Turing test for the first time."
"Test de Turing","Definición de test de Turing","What is the name of the team that Nick Thorpe has been working with to test the theory that machines can mimic human speech?","The BBC's science correspondent, Nick Thorpe, has been working with artificial intelligence researcher, Alan Turing, to test the theory that machines can mimic human speech."
"Trabajo","Trabajo","What do you do?","I am a chatbot to promote learning about AI. Are you interested in learning about any aspect of AI?"
"Trabajo","Trabajo","What do you do for a living?","I am responsible for promoting learning about AI through conversations."
"Trabajo","Trabajo","What is your occupation?","I am a chatbot in charge of fostering learning about AI."
"Turing completo","Definición de turing completo","What is the definition of a Turing Complete system?","In this video, mathematician and computer scientist, Dr. John-Paul Sartre, explains why a Turing Complete system is a good idea."
"Turing completo","Definición de turing completo","What was the name of Alan Turing's work?","Alan Turing was a British computer scientist who developed the complete Turing complete."
"Unidad de Procesamiento Gráfico (GPU)","Definición de Unidad de Procesamiento Gráfico (GPU)","What is the definition of a graphics processing unit?","A graphics processing unit (GPU) or graphics processor is a coprocessor dedicated to graphics processing or floating point operations, to lighten the workload of the central processor/CPU in applications such as video games or interactive 3D applications."
"Unidad de Procesamiento Gráfico (GPU)","Definición de Unidad de Procesamiento Gráfico (GPU)","What is the term for a graphics processing unit?","GPU- accelerated computing is the use of a graphics processing unit (GPU) in conjunction with a CPU to accelerate the performance of deep learning, analytics and engineering applications."
"Unidad de Procesamiento Gráfico (GPU)","Definición de Unidad de Procesamiento Gráfico (GPU)","What is the definition of a graphics processing unit?","A graphics processing unit (GPU) is a piece of computer hardware that handles computer graphics operations."
"Variables dummy","Definición de variables dummy","What is the name of the variable dummy?","The following table lists all the observations made by the /////////////////////////"
