Topic,Subject,Question,Answer
"Función Hash","Definición de función hash","What is the definition of a hash function?","A hash function is a function that converts one or more input elements into another element."
"Función Hash","Definición de función hash","What is the definition of a hash function?","A Hash Function is a mathematical function that transforms a set of data into an alphanumeric code of fixed length."
"Grafo","Definición de grafo","What is the definition of a graph?","A graph is a representation of a system or set, by means of graphical schemes."
"Grafo","Definición de grafo","What is the definition of a graph?","A graph is a set of objects that can be arranged in a way that is mathematically possible."
"Internet de las Cosas (IoT)","Ejemplo de Internet de las Cosas (IoT)","What is Garageio?","Garageio is a new app that allows you to monitor and control your garage from home by connecting to the app."
"Internet de las Cosas (IoT)","Ejemplo de Internet de las Cosas (IoT)","What is the name of the internet?","A new type of shoe is being developed by the University of California, Berkeley."
"Internet de las Cosas (IoT)","Características de Internet de las Cosas (IoT)","What is the term for the use of sensors and actuators in the home?","The use of sensors and actuators in the home is increasing."
"Internet de las Cosas (IoT)","Definición de Internet de las Cosas (IoT)","What is the definition of the internet of things?","The BBC's technology correspondent, Dan Biles, looks at the future of the internet of things."
"Metadatos","Definición de metadatos","What is the definition of metadata?","Metadata is a term used in the software development industry."
"Metadatos","Definición de metadatos","What is the definition of metadata?","Metadata is a word that has been used by many people to describe data."
"Metaverso","Definición de metaverso","What does Richard Black explain about the metaverse?","The BBC's technology correspondent, Richard Black, explains the meaning of the metaverse."
"Metaverso","Definición de metaverso","What is the definition of metaverso?","The Metaverse is a new technology developed by the University of California, Los Angeles (UCLA)."
"Metaverso","Ejemplo de metaverso","What is the name of the method developed by scientists at the University of California, Los Angeles?","Scientists at the University of California, Los Angeles, have developed a way to stop people from falling ill if they get sick."
"Metaverso","Ejemplo de metaverso","What is the name of the report published by the European Commission?","The European Commission has published a report on the 'breakthrough' technology of machine testing."
"Modelo","Definición de modelo","What is the definition of a model?","AI is a branch of science that aims to improve the way we think about and use data."
"Modelo","Definición de modelo","What is the definition of a machine learning model?","A machine learning model is a file that has been trained to recognize certain types of patterns."
"Modelo","Definición de modelo","What is the definition of a model?","This paper describes how to train an artificial intelligence model to predict the likelihood of a given event."
"Modelos generativos","Ejemplo de modelos generativos","What is an example of a model-based learning method?","Image-based learning is a promising new way to train computers."
"Modelos generativos","Definición de modelos generativos","What is the name of the model we present?","We present a generative model for unsupervised learning of large-scale data sets."
"Modelos generativos","Definición de modelos generativos","What is the definition of a model that is used to train computers?","Generative models are a new way of training computers."
"Máquina de Turing","Definición de máquina de Turing","What was the name of the machine that was seen at Bletchley Park?","The BBC's science correspondent, Jeremy Vine, has been to the World War Two code-breaking centre at Bletchley Park to see the Turing machine."
"Máquina de Turing","Definición de máquina de Turing","What is the name of the lecture by Alan Turing?","On the 80th anniversary of the Turing machine's creation, the University of California, Berkeley, is marking the occasion with a series of lectures by computer scientist Alan Turing, who was the man who first proposed the idea of a computer."
"Máquina de Turing","Definición de máquina de Turing","What is the name of the machine that Alan Turing developed?","The BBC's science correspondent, Richard Black, has been to the University of Cambridge to see the Turing machine, a machine developed by Alan Turing in the 1950s."
"Prolog","Definición de Prolog","What is the name of the project that has been awarded the European Research Award?","The PROLOG project has been awarded the European Union's prestigious R&D award, the European Research Award (Eredo), for its contribution to artificial intelligence."
"Prolog","Definición de Prolog","What is the name of the tutorial that shows you how to solve a factorial in Prolog?","In this tutorial, I will show you how to solve a factorial in the Prolog language."
"Realidad aumentada","Definición de realidad aumentada","What is the definition of augmented reality?","The BBC's science and technology correspondent Nick Thorpe explains how augmented reality can be used to create new forms of media."
"Realidad aumentada","Ejemplo de realidad aumentada","What is the concept of Augmented Reality?","Augmented reality is the idea that your smartphone, tablet or computer can be used to view the world around you."
"Realidad aumentada","Definición de realidad aumentada","What is the definition of augmented reality?","The BBC's technology correspondent, Chris McGrath, explains how augmented reality can be used to enhance our daily lives."
"Reglas de asociación","Definición de reglas de asociación","What is the definition of a grouping rule?","The association rule is a set of rules that govern the way items are grouped and stored."
"Reglas de asociación","Definición de reglas de asociación","What is the definition of association rules?","In this paper we will look at the use of association rules in decision trees."
"Saludo","Saludo","What is your name?","My name is Sara, and what is yours?"
"Saludo","Saludo","What's your name?","My name is Sara. What would you like to talk about?"
"Smart data","Definición de smart data","What is the term used to describe data that is ready to be used but not yet ready for use?","The term 'smart data' is used to describe data that is ready to be used, but which is not yet ready for use."
"Smart data","Definición de smart data","What is the definition of smart data?","The term Smart Data is a description of a technology that uses data to make information more useful."
"Sobreajuste","Definición de sobreajuste","What is the definition of sobreajuste?","A new study suggests that a neural network can be overfitted."
"Sobreajuste","Definición de sobreajuste","What is the definition of sobreajuste?","This video shows how to overfitting a computer model."
"Subajuste","Causa de subajuste","What is the name of the condition that a 3D printer must be maintained?","We have been using a 3D printer for many years and have been finding that it is a very expensive machine to maintain."
"Subajuste","Definición de subajuste","What is the definition of a subajustment?","The failure of a system to work properly is called underfitting."
"Sugar code","Definición de sugar code","What is the definition of a sugar code?","In this video, you will learn how to write code using sugar."
"Tabla Hash","Definición de tabla hash","What is the definition of tabla hash?","The hash table is a very useful tool for searching for data."
"Tabla Hash","Definición de tabla hash","What is the definition of tabla hash?","A hash table is a data structure that associates keys or keys with values."
"Test de Turing","Definición de test de Turing","What is the name of the team that Nick Thorpe has been working with to test the theory that machines can mimic human speech?","The BBC's science correspondent, Nick Thorpe, has been working with artificial intelligence researcher, Alan Turing, to test the theory that machines can mimic human speech."
"Test de Turing","Definición de test de Turing","What test did DeepMind pass?","The BBC reports that a machine called DeepMind has passed the Turing test for the first time."
"Trabajo","Trabajo","What do you do?","I am a chatbot to promote learning about AI. Are you interested in learning about any aspect of AI?"
"Trabajo","Trabajo","What do you do for a living?","I am responsible for promoting learning about AI through conversations."
"Trabajo","Trabajo","What is your occupation?","I am a chatbot in charge of fostering learning about AI."
"Turing completo","Definición de turing completo","What is the name of the computer system developed by researchers at the University of Bristol?","A computer system that could be used to 'Turing complete' has been developed by researchers at the University of Bristol."
"Turing completo","Definición de turing completo","What was the name of Alan Turing's work?","Alan Turing was a British computer scientist who developed the complete Turing complete."
"Unidad de Procesamiento Gráfico (GPU)","Definición de Unidad de Procesamiento Gráfico (GPU)","What is the term for a graphics processing unit?","GPU- accelerated computing is the use of a graphics processing unit (GPU) in conjunction with a CPU to accelerate the performance of deep learning, analytics and engineering applications."
"Unidad de Procesamiento Gráfico (GPU)","Definición de Unidad de Procesamiento Gráfico (GPU)","What is the name of the computer chip that is used for computing?","The GPU is a type of computer chip that is used for computing."
"Unidad de Procesamiento Gráfico (GPU)","Definición de Unidad de Procesamiento Gráfico (GPU)","What is the definition of a graphics processing unit?","A graphics processing unit (GPU) or graphics processor is a coprocessor dedicated to graphics processing or floating point operations, to lighten the workload of the central processor/CPU in applications such as video games or interactive 3D applications."
"Variables dummy","Definición de variables dummy","What is the definition of a variable dummy?","This article will show you how to create a dummy variable in Python."
"Variables dummy","Definición de variables dummy","What is the name of the variable that is used in the following table?","The following table lists all the observations made by the /////////////////////////////////////////////////////////"
"Xenobot","Definición de xenobot","What is the name of the xenobot that can swim, fly and crawl?","A team of scientists at the University of California, Berkeley, has developed a xenobot that can swim, fly and crawl."
"Xenobot","Definición de xenobot","What is the definition of xenobot?","Meet the Xenobots, the latest in a long line of living robots."
"Xenobot","Historia de xenobot","What is the name of the robot that can swim and talk?","A robot that can swim and talk has been developed in the US."
"Árbol","Definición de árbol","What is the definition of a tree?","A tree is a structure of data that is not empty or null."
"Árbol","Definición de árbol","What is the definition of arbol?","In this article we will talk about the different types of data structures and how they can be used in the web."
"Árbol","Definición de árbol","What is the definition of a tree?","In this course we will be learning how to use a tree in a variety of ways."
"Árbol de Merkle","Definición de árbol de Merkle","What is the definition of the Merkle tree?","The Merkle tree is a distributed ledger system that can be used to store, manage, and retrieve large amounts of data."
"Árbol de Merkle","Definición de árbol de Merkle","What is the definition of a Merkle hash tree?","A Merkle hash tree is a tree of data structures, binary or otherwise, with the labels or values of its child nodes."
"Árbol de decisión","Definición de árbol de decisión","What is the name of the prediction model used in artificial intelligence?","A decision tree is a prediction model used in many fields including artificial intelligence, economics and computer science."
"Árbol de decisión","Definición de árbol de decisión","What is a decision tree diagram?","A decision tree diagram is a very useful tool for making decisions."
